source,material_id,formula,split,has_ground_truth,true_K_GPa,pred_K_GPa,true_G_GPa,pred_G_GPa,true_gamma,pred_gamma,true_kappa,pred_kappa
matbench,mb-06910,NaTaO3,test,True,129.9999958354357,152.6430787623129,96.99999296449027,89.49133663861168,,,,
matbench,mb-07022,BaTiO3,test,True,103.99999981991286,122.64919177071243,68.99999633797009,70.29477309331023,,,,
matbench,mb-08154,NaTaO3,test,True,210.99997690433065,178.73198242484756,96.99999296449027,105.91558812633843,,,,
matbench,mb-09064,CsBiO3,test,True,58.999994304626384,70.02016163000353,57.999997226253626,50.26837190655653,,,,
matbench,mb-10583,YbTiO3,test,True,178.99995290531817,150.69800398896865,110.00002989614836,103.65562938472002,,,,
matbench,mb-04873,KTaO3,test,True,187.9999624531112,148.11216104009625,121.99997433243864,110.45665064278737,,,,
matbench,mb-09963,FeBiO3,test,True,87.00000671831299,112.32246270925816,20.00000203195368,53.70965366752508,,,,
matbench,mb-04451,RbNbO3,test,True,38.9999968846113,50.53050942392467,18.000000106278666,21.315410839528045,,,,
matbench,mb-10935,NdCrO3,test,True,192.9999826872298,147.77164534881646,108.9999934166432,100.37868730234568,,,,
matbench,mb-06665,BaNiO3,test,True,84.99999916943383,111.71014195335712,23.99999957896438,52.0459516566586,,,,
matbench,mb-08010,NaNbO3,test,True,85.9999956543673,122.16535937145768,51.0000022429626,61.0535345716907,,,,
matbench,mb-08027,SrHfO3,train,True,155.9999764165551,156.04183179637144,98.00000031304394,90.89125108613337,,,,
matbench,mb-09396,TiPbO3,train,True,171.00004526652222,170.92261555984598,90.99999260745268,83.84315191425306,,,,
matbench,mb-09699,CaFeO3,train,True,136.00001660965592,136.43733670275358,88.00000242854486,93.49375394760456,,,,
matbench,mb-07876,CaPtO3,train,True,146.00001278983993,146.5192701886336,68.00000139618531,65.09851110159869,,,,
matbench,mb-10006,MgFeO3,train,True,146.00001278983993,146.57247486225896,60.00000322506156,71.52340790251505,,,,
matbench,mb-10796,AlBiO3,train,True,190.99996053461436,190.2151997379548,118.00000059777832,121.92141512968486,,,,
matbench,mb-03109,TiCoO3,train,True,174.9999558305246,174.04977353972012,71.00000790987052,58.8135840242378,,,,
matbench,mb-03049,MnSnO3,train,True,139.99996890690915,139.0689322889533,53.99999773511672,54.53573158072589,,,,
matbench,mb-03261,UTlO3,train,True,140.99997514593326,141.9952231002711,57.999997226253626,61.075335758608695,,,,
matbench,mb-08857,MnBiO3,train,True,104.99997914217109,104.24349459182862,51.0000022429626,50.07947240864975,,,,
matbench,mb-03058,TbMnO3,train,True,154.0000076521985,152.7793669482738,68.99999633797009,69.96390865973103,,,,
matbench,mb-05050,TiMnO3,train,True,159.0000205889139,160.3566101810389,64.00000387884855,61.03102639451891,,,,
matbench,mb-08641,BaSiO3,train,True,55.99999894170232,55.4940121890866,29.999998564600407,30.043693402320983,,,,
matbench,mb-09590,SrSnO3,train,True,143.99996568744513,142.62840892831133,89.00000965306188,84.09653533788453,,,,
matbench,mb-08468,CeScO3,train,True,154.99999974792024,153.3830699061075,73.99999679089139,73.66161958665643,,,,
matbench,mb-10622,TiCdO3,train,True,149.99997758335172,148.41385872613444,48.00000403461751,52.47406099350109,,,,
matbench,mb-09962,BiRhO3,train,True,174.00003111462436,172.135120195694,57.00000217019469,59.667412669514825,,,,
matbench,mb-08700,BaPuO3,train,True,113.99998463071896,115.24608895919918,55.99999894170232,56.65801662191428,,,,
matbench,mb-09985,SrCoO3,train,True,133.999987920872,132.52874400623784,71.00000790987052,71.36897604870612,,,,
matbench,mb-09306,SrRuO3,train,True,159.0000205889139,160.77398593126756,79.00000435827837,70.47046264275367,,,,
matbench,mb-02921,NaBiO3,train,True,57.999997226253626,58.679877949089146,26.00000180862684,28.14422015095588,,,,
matbench,mb-07281,SrHfO3,train,True,154.99999974792024,153.14142629268775,85.9999956543673,89.0565902308892,,,,
matbench,mb-09714,NaWO3,train,True,190.99996053461436,193.33434163204575,76.99999600307798,85.87388214149422,,,,
matbench,mb-09663,ScVO3,train,True,180.9999724472096,183.2471733460393,72.99999897828913,70.71956132787236,,,,
matbench,mb-10563,TiZnO3,train,True,64.00000387884855,64.81376996003766,23.99999957896438,23.82171546386717,,,,
matbench,mb-01008,PaAgO3,train,True,142.00003024661376,140.1805712744605,45.00000347393469,44.67330230519858,,,,
matbench,mb-00754,MnFeO3,train,True,163.9999629748447,161.84284016989676,75.00000175856411,67.95166304410449,,,,
matbench,mb-09673,MgCoO3,train,True,146.00001278983993,147.99834302502808,67.00000554419019,65.4542239427069,,,,
matbench,mb-09665,GaBiO3,train,True,96.99999296449027,95.6137797531854,43.00000526153365,49.232706236029856,,,,
matbench,mb-00090,SmAlO3,train,True,180.9999724472096,178.3661403704603,110.00002989614836,109.4693787440278,,,,
matbench,mb-02686,TmFeO3,train,True,162.99997155299653,165.59360951213276,73.99999679089139,66.28304787830825,,,,
matbench,mb-08668,YFeO3,train,True,147.0000188512115,149.4066647454703,61.999995478929385,61.78371299002487,,,,
matbench,mb-08833,DyScO3,train,True,165.0000201859027,162.27109202088516,81.99999566455243,80.2378289460664,,,,
matbench,mb-08024,DyAlO3,train,True,192.9999826872298,189.4556768633666,112.99999207096398,103.24821629077825,,,,
matbench,mb-07460,SrHfO3,train,True,159.0000205889139,156.0578517303844,95.99999147161704,90.87437901684947,,,,
matbench,mb-01773,KUO3,train,True,129.9999958354357,127.495698422071,66.0000033689451,67.75089145347587,,,,
matbench,mb-10507,NaSbO3,train,True,129.00000961238194,126.44151468689152,93.99999747838808,93.07455807747836,,,,
matbench,mb-07512,LaAlO3,train,True,194.00000563892985,190.05828017498692,129.9999958354357,127.0590183578685,,,,
matbench,mb-10439,NaTiO3,train,True,147.99996799379164,151.15439838963582,60.00000322506156,74.86924612125942,,,,
matbench,mb-02880,YbFeO3,train,True,154.99999974792024,151.74587662009256,76.99999600307798,80.48870433379244,,,,
matbench,mb-08136,CaSnO3,train,True,143.0000342839709,139.97583787242849,76.99999600307798,76.42425305341133,,,,
matbench,mb-00484,LaRhO3,train,True,173.0000263515512,169.19592495104894,57.999997226253626,63.17073497954934,,,,
matbench,mb-10568,KBiO3,train,True,84.99999916943383,83.1305900324418,64.99999131386927,68.71286863309011,,,,
matbench,mb-09488,ScFeO3,train,True,171.00004526652222,174.95596070061234,71.99999529193418,68.6189298637599,,,,
matbench,mb-09922,ScAgO3,train,True,132.00002014878518,135.31909990194754,46.9999939641035,41.82097536746822,,,,
matbench,mb-10923,EuAsO3,train,True,114.99998771524947,118.02183331896204,71.99999529193418,78.33827177231841,,,,
matbench,mb-05227,CdBiO3,train,True,100.99999138676844,98.40578134114024,32.99999833174915,34.59384239553486,,,,
matbench,mb-02540,AcFeO3,train,True,165.9999786664589,161.64122091591705,94.99999851064376,97.76672385304757,,,,
matbench,mb-08894,NdAlO3,train,True,185.9999775373113,180.921093674168,137.00002845151565,128.29313302657502,,,,
matbench,mb-10260,YTiO3,train,True,162.0000299214991,157.54770946173136,63.00000816445706,66.00249138909443,,,,
matbench,mb-09478,RbIrO3,train,True,100.0,103.18711324893398,89.00000965306188,84.26891556408086,,,,
matbench,mb-05095,LaAlO3,train,True,180.9999724472096,186.90848427182385,104.99997914217109,114.98071284785378,,,,
matbench,mb-09429,TiGeO3,train,True,27.99999662611635,28.94867664139337,17.000001561047377,18.23380939206874,,,,
matbench,mb-02465,SrTcO3,train,True,176.0000227382826,181.99399230107247,60.00000322506156,67.9330633085904,,,,
matbench,mb-05011,BaSnO3,train,True,133.999987920872,129.49548293171424,89.99999138760265,88.1662576598862,,,,
matbench,mb-10196,ScInO3,train,True,151.99997594360258,146.755567033759,60.00000322506156,63.733705824761856,,,,
matbench,mb-08961,CaTiO3,train,True,134.99996690642243,130.3048531102066,58.999994304626384,58.68235311217974,,,,
matbench,mb-07698,GdAlO3,train,True,184.99995438609275,178.22877990292034,107.99997679791556,108.20074031325424,,,,
matbench,mb-10465,NbTlO3,train,True,176.99997444502236,183.72880186390688,93.00000484759757,92.3351795413694,,,,
matbench,mb-02959,YbAlO3,train,True,171.00004526652222,164.64797364247866,84.99999916943383,89.84865819732164,,,,
matbench,mb-08916,NiSnO3,train,True,155.9999764165551,162.20423383459664,72.99999897828913,73.70154338607982,,,,
matbench,mb-01261,PrAlO3,train,True,176.99997444502236,184.240317796503,120.99999934505044,119.67659052321986,,,,
matbench,mb-08631,LuFeO3,train,True,178.99995290531817,171.7536118448755,84.99999916943383,80.14020996686077,,,,
matbench,mb-09410,NaNbO3,train,True,180.9999724472096,173.40121521668178,100.0,97.87261316647734,,,,
matbench,mb-09219,CoSnO3,train,True,151.99997594360258,158.7182731046909,57.00000217019469,57.95088239641058,,,,
matbench,mb-09039,YScO3,train,True,151.99997594360258,145.51174995397992,68.99999633797009,65.61277238293775,,,,
matbench,mb-08402,PrAlO3,train,True,194.00000563892985,185.6843850215081,134.99996690642243,133.41902286370032,,,,
matbench,mb-07565,RbNpO3,train,True,108.9999934166432,113.93383210002824,58.999994304626384,64.43965979627288,,,,
matbench,mb-09144,LiNbO3,train,True,142.00003024661376,135.53083576413033,90.99999260745268,89.35993977408343,,,,
matbench,mb-00509,SrSnO3,train,True,137.9999688168676,131.68225664669728,73.99999679089139,69.27358575679162,,,,
matbench,mb-06790,SrTiO3,train,True,173.0000263515512,164.88797866358544,110.00002989614836,83.63250072456304,,,,
matbench,mb-03278,AcTiO3,train,True,165.0000201859027,173.16754549688028,71.00000790987052,84.09300361838193,,,,
matbench,mb-08037,GdScO3,train,True,162.0000299214991,154.35623139756487,80.00000242428031,78.77943997112372,,,,
matbench,mb-02884,DyFeO3,train,True,176.0000227382826,167.6058523046719,84.00000891635074,75.66941151203152,,,,
matbench,mb-09873,ScFeO3,train,True,174.00003111462436,165.68839246729576,73.99999679089139,68.4401285762569,,,,
matbench,mb-03575,BaZrO3,train,True,149.0000115869423,141.86100056829846,91.99999296012165,94.31505947045925,,,,
matbench,mb-08390,ScGaO3,train,True,178.99995290531817,170.40104500390115,83.00000368325276,83.77111815877736,,,,
matbench,mb-00589,RbTaO3,train,True,68.99999633797009,72.48757749372527,27.00000353563863,27.764630363652905,,,,
matbench,mb-09728,AlBiO3,train,True,127.99998562754033,134.56257534469705,71.00000790987052,74.19261735864377,,,,
matbench,mb-10446,KTiO3,train,True,54.9999942632758,57.85992920109782,23.99999957896438,27.962763662544383,,,,
matbench,mb-08874,ZrMnO3,train,True,159.99997718586548,151.98598567520395,67.00000554419019,64.33232998152651,,,,
matbench,mb-10711,BaMnO3,train,True,110.99997859801806,116.85611153216436,73.99999679089139,76.14440030158146,,,,
matbench,mb-10096,HfSnO3,train,True,26.00000180862684,24.68694896914045,17.000001561047377,17.251073601799224,,,,
matbench,mb-08990,SrHfO3,train,True,165.0000201859027,156.4997180080176,103.99999981991286,92.42782832099688,,,,
matbench,mb-09790,SrZrO3,train,True,152.99999940834954,161.3844703979798,88.00000242854486,93.66274373931218,,,,
matbench,mb-01606,SrRuO3,train,True,165.9999786664589,157.33790826124732,69.99999655588273,68.36406213006596,,,,
matbench,mb-08836,FeBiO3,train,True,108.9999934166432,115.03574736168318,48.99999517823594,49.64460601135307,,,,
matbench,mb-10590,NbAgO3,train,True,118.00000059777832,111.61986491546443,42.00000019107262,41.72229243813547,,,,
matbench,mb-09781,ZnSnO3,train,True,143.99996568744513,152.2313774596276,35.00000432915649,50.2019547717859,,,,
matbench,mb-01188,SmScO3,train,True,162.0000299214991,153.1444528943343,81.00000673133647,78.08037408441956,,,,
matbench,mb-04550,MnNiO3,train,True,174.9999558305246,165.27226094579424,89.00000965306188,66.54280186904174,,,,
matbench,mb-09581,SrAlO3,train,True,149.99997758335172,158.88373774541762,60.99999771262112,79.36151016072643,,,,
matbench,mb-04756,PrRhO3,train,True,176.99997444502236,166.96263691624722,61.999995478929385,62.644287931328094,,,,
matbench,mb-02373,EuFeO3,train,True,155.9999764165551,147.04363018297894,69.99999655588273,70.41925991850054,,,,
matbench,mb-08117,TiNiO3,train,True,171.00004526652222,181.43511804804697,71.99999529193418,75.32778396369997,,,,
matbench,mb-08317,NiBiO3,train,True,121.99997433243864,129.56000160627633,54.9999942632758,52.186573344276766,,,,
matbench,mb-09527,KSbO3,train,True,111.999978519519,105.45605662232204,72.99999897828913,72.8113940622269,,,,
matbench,mb-00650,CaSiO3,train,True,91.99999296012165,86.57087563432977,46.9999939641035,43.38992157375077,,,,
matbench,mb-02523,AcCrO3,train,True,174.9999558305246,164.52021419273282,108.9999934166432,104.83282335109207,,,,
matbench,mb-07242,PrNiO3,train,True,143.99996568744513,153.37636179327268,71.99999529193418,76.67070351170092,,,,
matbench,mb-06998,CaVO3,train,True,159.99997718586548,150.13613122886713,81.00000673133647,81.52200088487533,,,,
matbench,mb-01965,PaTlO3,train,True,132.00002014878518,140.69545369518795,55.99999894170232,56.6855607806029,,,,
matbench,mb-05058,TiFeO3,train,True,165.9999786664589,177.2437779774961,46.9999939641035,64.10498442017604,,,,
matbench,mb-01052,NaTcO3,train,True,288.00003968800183,269.5460603451704,88.00000242854486,90.45702006487429,,,,
matbench,mb-02870,CaZrO3,train,True,147.99996799379164,158.1935850050806,84.99999916943383,83.16076153273923,,,,
matbench,mb-02531,EuGeO3,train,True,162.99997155299653,152.48935921988397,71.99999529193418,79.86321144281811,,,,
matbench,mb-09147,TiMnO3,train,True,144.9999636023116,155.0478570648293,61.999995478929385,65.29956566753097,,,,
matbench,mb-10245,VCuO3,train,True,37.99999669507898,35.47818938771154,11.99999857031013,12.105749403619363,,,,
matbench,mb-10091,CeFeO3,train,True,142.00003024661376,152.1378336091527,43.99999674397467,53.99700862695939,,,,
matbench,mb-09634,RbTaO3,train,True,105.99997137526388,113.59846854954152,55.99999894170232,65.68952791861588,,,,
matbench,mb-09926,LiTcO3,train,True,222.9999412002738,207.82000574811173,89.99999138760265,85.939372963903,,,,
matbench,mb-10350,BaThO3,train,True,110.99997859801806,103.42299856080412,49.99999492011632,43.50837387222567,,,,
matbench,mb-08008,SrZrO3,train,True,143.99996568744513,154.57761356128967,87.00000671831299,83.22987161397835,,,,
matbench,mb-10400,FeNiO3,train,True,162.99997155299653,175.10726835197647,41.00000492084247,65.95916373029264,,,,
matbench,mb-03075,LaCrO3,train,True,165.0000201859027,153.40897888716006,85.9999956543673,87.9046737421638,,,,
matbench,mb-07391,MnZnO3,train,True,159.99997718586548,148.64673698757127,49.99999492011632,55.31372409379628,,,,
matbench,mb-01397,SrPbO3,train,True,104.99997914217109,113.02374349099568,49.99999492011632,49.99254308540437,,,,
matbench,mb-03047,PrFeO3,train,True,162.99997155299653,151.3167402400456,78.00000169384131,75.09165487426942,,,,
matbench,mb-03046,NdFeO3,train,True,165.9999786664589,154.02678185984558,79.00000435827837,75.41468993215501,,,,
matbench,mb-08994,ZrMnO3,train,True,140.99997514593326,152.12243877855434,53.99999773511672,56.31755215310612,,,,
matbench,mb-10643,LaFeO3,train,True,172.00000878353538,159.36795588570118,93.00000484759757,90.50086303959336,,,,
matbench,mb-06715,BaZrO3,train,True,143.0000342839709,132.21207868754195,88.00000242854486,84.57543226367297,,,,
matbench,mb-02882,TbFeO3,train,True,174.9999558305246,161.14903415215187,83.00000368325276,77.41972825615886,,,,
matbench,mb-04852,LiTaO3,train,True,122.99997511517802,133.57693318397438,83.00000368325276,84.56736154245696,,,,
matbench,mb-08191,SrNbO3,train,True,173.0000263515512,159.28110231747232,81.00000673133647,82.60993521137777,,,,
matbench,mb-10642,SrOsO3,train,True,186.99996533588356,172.0709361311621,63.00000816445706,65.73854868678175,,,,
matbench,mb-03059,YbMnO3,train,True,163.9999629748447,150.88163860956735,100.0,85.18579711899991,,,,
matbench,mb-09405,BaCeO3,train,True,111.999978519519,103.0255771114412,52.99999485089853,48.81988647719707,,,,
matbench,mb-03646,TiPbO3,train,True,63.00000816445706,68.51265000391685,38.9999968846113,37.96417057090419,,,,
matbench,mb-07599,DyCoO3,train,True,154.99999974792024,169.1060980274053,63.00000816445706,67.67153535527133,,,,
matbench,mb-07076,SrHfO3,train,True,167.00003797363718,152.95523726381057,93.00000484759757,88.8307273439547,,,,
matbench,mb-08441,CaTiO3,train,True,172.00000878353538,157.4072540469083,105.99997137526388,98.7329001501615,,,,
matbench,mb-07025,InGaO3,train,True,170.00001561047378,155.4964241228157,73.99999679089139,73.91538384979357,,,,
matbench,mb-03045,SmFeO3,train,True,170.00001561047378,155.47864091441912,81.00000673133647,75.02944654013096,,,,
matbench,mb-02890,HoFeO3,train,True,176.99997444502236,161.7258988027558,84.00000891635074,78.61679280679088,,,,
matbench,mb-07074,ErFeO3,train,True,178.00003739051346,162.14336697728044,84.00000891635074,79.20793719442061,,,,
matbench,mb-07640,BaTiO3,train,True,139.99996890690915,127.1435635450909,76.00000111158127,73.4327626205476,,,,
matbench,mb-03787,RbUO3,train,True,137.00002845151565,124.34821050478558,68.00000139618531,67.37336988188797,,,,
matbench,mb-00421,OsPbO3,train,True,159.99997718586548,144.88813947777962,72.99999897828913,71.75866322438476,,,,
matbench,mb-08937,KReO3,train,True,143.0000342839709,157.92667531116467,111.999978519519,110.94461113941996,,,,
matbench,mb-10083,LaTiO3,train,True,186.99996533588356,169.27966603291406,67.00000554419019,83.05354494228274,,,,
matbench,mb-10099,BaRuO3,train,True,147.0000188512115,133.05030902184689,83.00000368325276,63.07161814413317,,,,
matbench,mb-10898,RbReO3,train,True,174.9999558305246,156.94786138049986,102.9999873944699,102.76547119338056,,,,
matbench,mb-07852,NaNbO3,train,True,102.9999873944699,114.89506716056736,46.0000044330862,50.91974405485596,,,,
matbench,mb-10754,MgSiO3,train,True,190.99996053461436,171.10396565703414,118.00000059777832,109.1752221939777,,,,
matbench,mb-02339,CsVO3,train,True,19.00000163248472,21.343732184280103,10.0,9.990681764666334,,,,
matbench,mb-03246,AcCuO3,train,True,163.9999629748447,145.61110493624213,84.00000891635074,80.28526158882795,,,,
matbench,mb-08893,NaNbO3,train,True,132.99996837646543,149.80760156994384,98.99999025842904,84.59957164331884,,,,
matbench,mb-06661,KNbO3,train,True,102.9999873944699,116.06414069326316,63.00000816445706,68.25352436671265,,,,
matbench,mb-07255,TiVO3,train,True,168.0000349011142,189.586112103814,73.99999679089139,67.69226218008515,,,,
matbench,mb-07713,LaCrO3,train,True,171.00004526652222,151.242051308435,93.00000484759757,90.8059001116018,,,,
matbench,mb-10490,ZrCoO3,train,True,152.99999940834954,173.4879900564224,48.99999517823594,61.128972296891945,,,,
matbench,mb-10685,TaTlO3,train,True,221.00001321385596,194.62546811914623,103.99999981991286,98.69761172996442,,,,
matbench,mb-08275,MgSiO3,train,True,103.99999981991286,118.1052926895146,60.00000322506156,66.6353007073324,,,,
matbench,mb-06994,KNbO3,train,True,104.99997914217109,119.46572639112564,68.00000139618531,71.92889591325398,,,,
matbench,mb-07149,BaTiO3,train,True,102.00001484888942,116.16083931371448,63.00000816445706,64.72656528751389,,,,
matbench,mb-00736,KTcO3,train,True,111.999978519519,128.55685978904108,91.99999296012165,98.47348607821328,,,,
matbench,mb-08531,YCuO3,train,True,119.99998570310127,138.7431392267304,55.99999894170232,63.8772675159768,,,,
matbench,mb-03663,LiNbO3,train,True,102.00001484888942,118.18578323543032,57.00000217019469,66.83069955322227,,,,
matbench,mb-05268,LaMnO3,train,True,124.00000355597066,143.93665818132513,55.99999894170232,69.94996128286446,,,,
matbench,mb-08827,VPbO3,train,True,53.99999773511672,63.21626810874999,37.99999669507898,37.694615900220775,,,,
matbench,mb-10271,LaMnO3,train,True,165.9999786664589,141.64191536119156,84.00000891635074,86.48662209026993,,,,
matbench,mb-09227,SrVO3,train,True,194.9999646115117,166.28068507988704,43.99999674397467,63.44267345992495,,,,
matbench,mb-07913,SrSnO3,train,True,111.999978519519,132.50468836901234,66.0000033689451,74.73047870864494,,,,
matbench,mb-10980,RbPtO3,train,True,66.0000033689451,78.65213356077864,68.99999633797009,68.10934336749827,,,,
matbench,mb-01984,BaPaO3,train,True,95.99999147161704,114.91232997864704,41.00000492084247,46.98390916210405,,,,
matbench,mb-09185,LaBiO3,train,True,60.99999771262112,73.27915609360208,18.000000106278666,23.98592788283213,,,,
matbench,mb-05524,BaBiO3,train,True,105.99997137526388,88.22950873854143,46.0000044330862,43.18350033819178,,,,
matbench,mb-10311,NaRuO3,train,True,250.99998777730863,208.29618679998651,87.00000671831299,85.77519795040826,,,,
matbench,mb-03244,KPuO3,train,True,147.0000188512115,121.94495526237084,71.99999529193418,65.2519110736738,,,,
matbench,mb-10001,CaTiO3,train,True,174.9999558305246,144.86197299810766,103.99999981991286,103.05264409287597,,,,
matbench,mb-08137,BaTiO3,train,True,162.99997155299653,134.69649807442764,106.99997084812868,82.79784178598624,,,,
matbench,mb-10030,NaFeO3,train,True,64.99999131386927,79.29026522565918,35.00000432915649,41.05296700009111,,,,
matbench,mb-10055,KWO3,train,True,185.9999775373113,151.36631329318783,119.99998570310127,111.30656734356008,,,,
matbench,mb-00505,BaRuO3,train,True,104.99997914217109,129.04590803733043,39.999997148233085,57.97503411813815,,,,
matbench,mb-09977,VCuO3,train,True,137.9999688168676,111.58996575969074,22.99999987979638,36.971466967048464,,,,
matbench,mb-10574,RbSbO3,train,True,89.00000965306188,110.53778427088858,102.00001484888942,100.28218835855128,,,,
matbench,mb-06749,BaTiO3,train,True,96.99999296449027,120.7117644810123,54.9999942632758,67.5859890899075,,,,
matbench,mb-06896,EuTiO3,train,True,113.99998463071896,142.15001695177563,95.99999147161704,91.05017168270832,,,,
matbench,mb-09137,ZrPbO3,train,True,119.00000507233176,94.54647541147692,46.0000044330862,45.966678290055846,,,,
matbench,mb-08040,NaNbO3,train,True,100.99999138676844,127.18558958038126,58.999994304626384,63.9846226011174,,,,
matbench,mb-08372,MgSiO3,train,True,98.00000031304394,124.86634556620912,69.99999655588273,72.54861426034934,,,,
matbench,mb-07445,MgSiO3,train,True,95.99999147161704,122.95507957707837,67.00000554419019,68.75665258543165,,,,
matbench,mb-10645,YAlO3,train,True,200.999951843002,155.46091663629838,73.99999679089139,77.26009333922961,,,,
matbench,mb-02532,NaPaO3,train,True,132.99996837646543,102.78515289143232,57.00000217019469,52.05743416054869,,,,
matbench,mb-02984,EuHfO3,train,True,204.9999475063392,157.82983395954523,106.99997084812868,102.79884673061652,,,,
matbench,mb-10764,SnPbO3,train,True,225.00005627034705,171.29180843842445,100.0,93.48516577237852,,,,
matbench,mb-08001,KNbO3,train,True,183.0000346135133,138.93175545059236,96.99999296449027,87.88054814057801,,,,
matbench,mb-10376,LaCrO3,train,True,110.99997859801806,146.6100301088701,98.00000031304394,98.06043628296004,,,,
matbench,mb-10610,CuSiO3,train,True,27.00000353563863,35.79098424661345,20.99999796198515,27.87258937130409,,,,
matbench,mb-08301,MgSiO3,train,True,89.99999138760265,124.02217477711372,67.00000554419019,71.0984358393977,,,,
matbench,mb-10654,SrRhO3,train,True,100.99999138676844,140.31410253409652,57.00000217019469,60.7349339252736,,,,
matbench,mb-09480,SrMnO3,train,True,192.9999826872298,137.67695711960275,67.00000554419019,76.83570061457462,,,,
matbench,mb-01867,NaPuO3,train,True,72.99999897828913,103.75083682659778,54.9999942632758,62.40815677698921,,,,
matbench,mb-00729,GdFeO3,train,True,100.99999138676844,156.4444557395098,69.99999655588273,76.0959954121832,,,,
matbench,mb-10771,CaMnO3,train,True,46.9999939641035,82.1931174872673,96.99999296449027,97.29891539803648,,,,
matbench,mb-10575,AlCoO3,train,True,76.99999600307798,176.11897033200634,37.99999669507898,73.21225276357683,,,,
matbench,mb-02822,SrHfO3,val,True,157.00002622764757,155.74360770322784,90.99999260745268,89.54051996007175,,,,
matbench,mb-09298,LaGaO3,val,True,178.99995290531817,177.35876268230246,79.00000435827837,83.0674676778951,,,,
matbench,mb-03119,TiNiO3,val,True,176.99997444502236,178.89523068667532,81.99999566455243,69.07695997602856,,,,
matbench,mb-03628,BaFeO3,val,True,115.99997439705484,114.5359968669,75.00000175856411,73.64308078187754,,,,
matbench,mb-04577,SrZrO3,val,True,146.00001278983993,147.923180642066,88.00000242854486,78.90024561340427,,,,
matbench,mb-08632,CdGeO3,val,True,144.9999636023116,147.2336423071051,52.99999485089853,60.66774766715906,,,,
matbench,mb-02757,LaFeO3,val,True,157.99998139964464,154.54850936477246,76.99999600307798,69.01811777028064,,,,
matbench,mb-09545,YAlO3,val,True,190.99996053461436,185.8721115972274,102.9999873944699,101.53110396742032,,,,
matbench,mb-05178,CaIrO3,val,True,161.00003542992346,166.8841952510087,73.99999679089139,72.16993545443295,,,,
matbench,mb-09426,ZnSnO3,val,True,165.0000201859027,158.9107212795115,71.99999529193418,44.12597235557303,,,,
