mb_id,formula,n_sites,K_VRH,G_VRH
mb-00062,NbSnS2,8,70.99999999999999,29.999999999999996
mb-00063,TiRe2W,4,285.0,146.00000000000003
mb-00064,K2ZnF4,7,44.0,21.0
mb-00065,Cd(PtO2)3,10,192.00000000000003,70.00000000000001
mb-00066,NaBeAs,6,45.00000000000001,33.0
mb-00067,K2ZnO2,10,42.99999999999999,11.000000000000002
mb-00068,Sr(MgSb)2,5,38.99999999999999,25.000000000000007
mb-00069,Ca(MgSb)2,5,38.99999999999999,26.0
mb-00070,Ag2S,6,12.000000000000002,7.0
mb-00071,Li(TiSe2)3,10,21.999999999999996,13.999999999999998
mb-00072,Ca(MgAs)2,5,49.99999999999999,36.0
mb-00073,SrAgAs,6,39.99999999999999,30.999999999999996
mb-00074,LiBeAs,6,54.000000000000014,37.99999999999999
mb-00075,As2Ru,6,149.0,105.00000000000004
mb-00076,SrZnSi,6,48.99999999999999,38.99999999999999
mb-00077,Ho2O3,40,144.99999999999997,64.99999999999999
mb-00078,TmCu,2,76.0,42.99999999999999
mb-00079,ScMnSi,9,118.00000000000003,75.00000000000001
mb-00080,ScFeGe,9,101.00000000000001,52.999999999999986
mb-00081,ZnGeN2,16,162.99999999999994,95.00000000000001
mb-00082,Ba3MnN3,14,34.0,21.0
mb-00083,Zn(PtO2)3,10,193.00000000000006,64.99999999999999
mb-00084,Li2Ca,12,16.0,9.0
mb-00085,Li3Pd,4,37.0,11.000000000000002
mb-00086,Rb3Sb2Au3,8,16.0,6.0
mb-00087,CaTiF6,8,49.99999999999999,25.000000000000007
mb-00088,TlPt2S3,12,29.0,16.0
mb-00089,BaNaBi,9,22.999999999999996,16.0
mb-00090,SmAlO3,20,181.00000000000003,109.99999999999997
mb-00091,LiPrGe,9,40.99999999999999,37.0
mb-00092,LiFeAs,6,68.00000000000001,39.99999999999999
mb-00093,TlTe3Pt2,12,21.999999999999996,15.000000000000004
mb-00094,NaPrO2,8,89.0,38.99999999999999
mb-00095,ScSiPt,12,149.0,60.0
mb-00096,K2AgSb,8,13.999999999999998,9.0
mb-00097,NaAlO2,16,81.0,45.00000000000001
mb-00098,Tm2Fe2Si2C,7,135.99999999999997,85.99999999999999
mb-00099,SmF3,16,111.99999999999997,47.99999999999999
mb-00100,KBi2,6,29.999999999999996,3.0
mb-00101,Ba3(AlSn)2,7,30.999999999999996,20.000000000000004
mb-00102,BaAsPt,12,68.99999999999999,22.999999999999996
mb-00103,Sr3(AlSn)2,7,36.0,25.000000000000007
mb-00104,SrAsPt,6,72.00000000000001,29.999999999999996
mb-00105,Y2Al3Si2,7,85.99999999999999,64.99999999999999
mb-00106,Ba(NiP)2,5,75.00000000000001,37.0
mb-00107,NaLiS,6,29.999999999999996,23.999999999999993
mb-00108,Li4TiO4,18,79.99999999999999,42.99999999999999
mb-00109,KI,2,10.0,6.0
mb-00110,ZrGeSb,6,98.0,73.0
mb-00111,SmInPd,9,75.00000000000001,29.0
mb-00112,Li5Mg,6,17.0,7.0
mb-00113,RbAsF6,8,27.000000000000004,3.0
mb-00114,Ca(BRh)2,10,148.00000000000003,56.00000000000001
mb-00115,Na3PSO3,16,37.99999999999999,21.0
mb-00116,K2NaAlP2,12,28.0,17.0
mb-00117,Sr(CdAs)2,5,46.0,28.0
mb-00118,Sr(ZnAs)2,5,54.000000000000014,33.0
mb-00119,KYO2,4,79.99999999999999,49.99999999999999
mb-00120,MgCuP,12,93.99999999999997,47.99999999999999
mb-00121,Li3LaP2,6,57.00000000000001,44.0
mb-00122,LaNi2B2C,6,81.0,81.0
mb-00123,BAsO4,6,46.0,40.99999999999999
mb-00124,NaYF4,12,63.999999999999986,35.0
mb-00125,RbAuS,6,13.999999999999998,6.0
mb-00126,ErCd3,8,55.00000000000001,27.000000000000004
mb-00127,CrP4,10,124.00000000000003,100.0
mb-00128,Sc(CoSi)2,5,158.99999999999994,90.00000000000003
mb-00129,Mn2NbAl,4,189.99999999999994,99.0
mb-00130,Er2TlAg,4,63.0,21.999999999999996
mb-00131,SmNiGe2,8,101.99999999999999,46.0
mb-00132,YbAl2,6,55.00000000000001,40.99999999999999
mb-00133,Ba2UMnO6,10,103.99999999999997,52.00000000000001
mb-00134,MnGaCo2,4,189.99999999999994,79.99999999999999
mb-00135,RbAu3Se2,6,5.000000000000001,5.000000000000001
mb-00136,Sr2B4Rh5,11,148.00000000000003,78.99999999999999
mb-00137,Zr6FeTe2,9,114.00000000000003,60.0
mb-00138,CaAs,12,47.99999999999999,29.0
mb-00139,CsNa2BO3,14,47.00000000000001,21.999999999999996
mb-00140,Ba3NaN,10,11.000000000000002,3.0
mb-00141,TlSbF6,8,7.999999999999999,6.0
mb-00142,AlCuCl4,12,12.000000000000002,6.0
mb-00143,Ba2ZrO4,7,106.00000000000004,56.00000000000001
mb-00144,KRb2ScF6,10,20.000000000000004,13.999999999999998
mb-00145,LuGeAu,6,107.00000000000001,42.00000000000001
mb-00146,ScNbOs2,4,225.99999999999991,114.00000000000003
mb-00147,HfBeSi,6,148.00000000000003,118.00000000000003
mb-00148,KNbO3,5,102.99999999999996,40.99999999999999
mb-00149,HfCoAs,12,181.00000000000003,92.00000000000001
mb-00150,BaLi2(MgGe)2,7,34.0,29.999999999999996
mb-00151,Th(FeSi)2,5,154.0,88.00000000000001
mb-00152,CaNi4B,12,133.0,61.000000000000014
mb-00153,Sr2MgSi2O7,24,85.99999999999999,42.99999999999999
mb-00154,Sr4P2O,7,67.0,34.0
mb-00155,BaTiF6,8,48.99999999999999,21.999999999999996
mb-00156,BaSnF6,8,45.00000000000001,20.000000000000004
mb-00157,KZnSb,6,23.999999999999993,17.0
mb-00158,NaLiTe,12,25.000000000000007,16.0
mb-00159,Tm(SiRh)2,5,159.99999999999991,86.99999999999999
mb-00160,Ba(MgP)2,5,50.999999999999986,37.99999999999999
mb-00161,K4HgP2,7,17.0,9.0
mb-00162,Na4CdP2,7,16.0,12.999999999999998
mb-00163,ScGeAu,6,100.0,44.0
mb-00164,BaSn,4,28.0,16.0
mb-00165,ZnPtF6,8,35.0,22.999999999999996
mb-00166,CaPtF6,8,15.000000000000004,13.999999999999998
mb-00167,Ba2HfS4,7,58.00000000000001,29.999999999999996
mb-00168,Na2CuP,8,34.0,20.000000000000004
mb-00169,YInNi,9,85.99999999999999,34.0
mb-00170,KZnP,6,36.0,26.0
mb-00171,K2Au3,5,35.0,15.000000000000004
mb-00172,Ba(PPd)2,5,61.000000000000014,30.999999999999996
mb-00173,SmGa2Co,8,85.99999999999999,42.00000000000001
mb-00174,Tb2C,3,61.000000000000014,27.000000000000004
mb-00175,TmAgSn,6,67.0,39.99999999999999
mb-00176,Sm(BC)2,10,170.99999999999991,124.99999999999994
mb-00177,CaGa,4,35.0,23.999999999999993
mb-00178,ZrAsRu,9,187.00000000000003,83.99999999999999
mb-00179,KCuTe,6,29.0,17.999999999999996
mb-00180,SmCdAu2,4,79.99999999999999,2.0
mb-00181,Sm2CuIr,4,111.00000000000004,32.00000000000001
mb-00182,Eu(CoSi)2,5,93.99999999999997,78.99999999999999
mb-00183,CaPdPb,9,57.00000000000001,25.000000000000007
mb-00184,PF5,12,6.0,3.0
mb-00185,KCuSe,6,34.0,21.999999999999996
mb-00186,NaCuSe,6,40.99999999999999,20.000000000000004
mb-00187,Rb2PtF6,9,21.999999999999996,10.0
mb-00188,Sr(CdSb)2,5,37.0,18.999999999999996
mb-00189,KScO2,4,98.0,62.0
mb-00190,As3Rh,16,116.00000000000003,72.00000000000001
mb-00191,KTlO2,4,88.00000000000001,27.000000000000004
mb-00192,RbTlO2,4,115.00000000000003,38.99999999999999
mb-00193,BaGa2,3,35.0,23.999999999999993
mb-00194,CaPdF4,12,74.00000000000001,29.999999999999996
mb-00195,CoBMo,12,305.00000000000006,178.00000000000003
mb-00196,Ba(CdSb)2,5,36.0,17.999999999999996
mb-00197,NpSO,6,99.0,38.99999999999999
mb-00198,Sc2TlAg,4,72.00000000000001,30.999999999999996
mb-00199,ThSO,6,135.0,63.0
mb-00200,Al2HgTe4,7,26.0,16.0
mb-00201,BaPt5,6,148.00000000000003,63.0
mb-00202,Sr(ZnSb)2,5,42.00000000000001,17.999999999999996
mb-00203,Ca(CdSb)2,5,38.99999999999999,20.000000000000004
mb-00204,Ba(ZnP)2,5,55.00000000000001,29.0
mb-00205,BPd2,6,179.00000000000006,47.99999999999999
mb-00206,K3AuO,5,18.999999999999996,12.000000000000002
mb-00207,PrNiC2,4,138.0,83.99999999999999
mb-00208,KZnAs,6,30.999999999999996,21.999999999999996
mb-00209,KHgAs,6,26.0,17.999999999999996
mb-00210,SbPd2,12,126.99999999999999,38.99999999999999
mb-00211,TlClO4,6,52.999999999999986,7.0
mb-00212,Pd4Se,10,138.99999999999997,37.0
mb-00213,NaTeAu,6,29.999999999999996,5.000000000000001
mb-00214,Yb(CdSb)2,5,40.99999999999999,21.0
mb-00215,NaAlGe,6,36.0,20.000000000000004
mb-00216,Ta2NbIr,4,237.00000000000006,107.00000000000001
mb-00217,TiP,8,138.99999999999997,91.00000000000001
mb-00218,KAgF4,12,27.000000000000004,11.000000000000002
mb-00219,ThP,2,114.00000000000003,54.000000000000014
mb-00220,YAs,2,75.00000000000001,50.999999999999986
mb-00221,ScGeRu,9,153.00000000000003,83.99999999999999
mb-00222,ScGaIr2,4,191.00000000000006,86.99999999999999
mb-00223,CuGeRh2,4,199.00000000000009,67.0
mb-00224,Ba4As2O,7,37.0,21.999999999999996
mb-00225,Sb2Au,12,70.99999999999999,23.999999999999993
mb-00226,BaCuSeF,8,64.99999999999999,21.0
mb-00227,TlF,8,4.0,3.0
mb-00228,ScCu,2,81.0,42.99999999999999
mb-00229,Ba(CuO)2,10,58.00000000000001,21.999999999999996
mb-00230,MgRh,2,115.00000000000003,58.00000000000001
mb-00231,Ca3Ni7B2,12,102.99999999999996,54.000000000000014
mb-00232,SmErIn2,4,58.00000000000001,21.999999999999996
mb-00233,LiCuO2,4,81.0,39.99999999999999
mb-00234,Sr(AgSn)2,5,39.99999999999999,23.999999999999993
mb-00235,Sr(SiAu)2,5,93.99999999999997,38.99999999999999
mb-00236,Ca3VN3,14,86.99999999999999,49.99999999999999
mb-00237,Ca(SiAu)2,5,92.99999999999999,35.0
mb-00238,Ba(SbO3)2,9,75.00000000000001,42.00000000000001
mb-00239,Ca(SbO3)2,9,105.00000000000004,48.99999999999999
mb-00240,Sr(ZnGe)2,5,55.00000000000001,23.999999999999993
mb-00241,Sr(CoGe)2,5,74.00000000000001,49.99999999999999
mb-00242,RbCuO,12,26.0,11.000000000000002
mb-00243,BaAgAs,6,42.99999999999999,28.0
mb-00244,CsTbS2,4,42.99999999999999,25.000000000000007
mb-00245,NdTlAg2,4,63.0,16.0
mb-00246,Ta2CS2,5,35.0,25.000000000000007
mb-00247,NaTmS2,4,47.99999999999999,30.999999999999996
mb-00248,CdCuF4,12,84.99999999999999,30.999999999999996
mb-00249,V3AsC,10,191.00000000000006,78.99999999999999
mb-00250,Mg3(TiAl9)2,46,78.99999999999999,50.999999999999986
mb-00251,Ba(BRh)2,5,86.99999999999999,49.99999999999999
mb-00252,YSiAu,6,92.99999999999999,44.0
mb-00253,ScSiAu,6,112.99999999999994,63.0
mb-00254,Yb3In3Ge2Au,9,52.00000000000001,37.99999999999999
mb-00255,ZnCO3,10,117.00000000000001,48.99999999999999
mb-00256,Cs2NbF6,9,20.000000000000004,9.0
mb-00257,P2Pt,12,177.00000000000009,117.00000000000001
mb-00258,Rb2NbF6,9,22.999999999999996,11.000000000000002
mb-00259,Sr4Cu2O7,26,95.00000000000001,52.999999999999986
mb-00260,Li(CuP)2,5,91.00000000000001,36.0
mb-00261,K2NaInF6,10,103.99999999999997,9.0
mb-00262,Sc2SO2,10,140.00000000000006,67.0
mb-00263,SiO2,48,27.000000000000004,34.0
mb-00264,YCo3B2,6,204.99999999999994,123.00000000000003
mb-00265,Mg2Ni3P,6,130.00000000000006,68.99999999999999
mb-00266,Gd(NiP)2,5,141.99999999999994,82.0
mb-00267,Cs2HgF4,7,20.000000000000004,12.999999999999998
mb-00268,Rb2HgF4,7,34.0,13.999999999999998
mb-00269,ScZnRh2,4,148.00000000000003,61.000000000000014
mb-00270,DyMgCd2,4,54.000000000000014,25.000000000000007
mb-00271,CeAsPd,6,83.00000000000001,37.99999999999999
mb-00272,Cs2LiGaF6,10,30.999999999999996,16.0
mb-00273,CeZn3Cu2,6,92.00000000000001,45.00000000000001
mb-00274,ZrSO,12,130.00000000000006,49.99999999999999
mb-00275,Ti6Al16Pt7,29,136.99999999999997,57.00000000000001
mb-00276,SnSe2,3,15.000000000000004,10.0
mb-00277,PrMgGa,9,49.99999999999999,37.99999999999999
mb-00278,HoNi2B2C,6,175.0,74.00000000000001
mb-00279,Cs2HgO2,5,20.000000000000004,9.0
mb-00280,Sm3Hg,8,44.0,17.999999999999996
mb-00281,LaSi,8,66.00000000000001,44.0
mb-00282,Li(Co3P2)2,11,199.00000000000009,96.99999999999999
mb-00283,Rb2MgF4,7,39.99999999999999,21.0
mb-00284,SrSiPd,12,68.00000000000001,21.0
mb-00285,ZrAlAu2,4,135.0,15.000000000000004
mb-00286,CrTe2,24,29.999999999999996,13.999999999999998
mb-00287,ErCdCu4,6,89.0,50.999999999999986
mb-00288,RbNaS,6,12.999999999999998,12.000000000000002
mb-00289,Ba2CuO3,6,81.0,38.99999999999999
mb-00290,Ca4As2O,7,52.999999999999986,39.99999999999999
mb-00291,Zr2NiAs2,10,138.99999999999997,68.00000000000001
mb-00292,Cr2N,9,285.0,140.00000000000006
mb-00293,Pm2CuSn,4,64.99999999999999,20.000000000000004
mb-00294,Er2In,6,59.00000000000001,27.000000000000004
mb-00295,Si3MoPt2,12,183.99999999999997,91.00000000000001
mb-00296,TaAl3,4,133.0,103.99999999999997
mb-00297,V4GeSe8,13,55.00000000000001,36.0
mb-00298,V2N,9,267.0000000000001,141.99999999999994
mb-00299,Ca3CdO4,8,102.99999999999996,62.0
mb-00300,ScCo2Sn,4,135.99999999999997,74.00000000000001
mb-00301,YTaRu2,4,178.00000000000003,63.999999999999986
mb-00302,Na3VO4,16,45.00000000000001,17.0
mb-00303,Er2O3,40,148.00000000000003,67.0
mb-00304,Hf(CuP)2,5,133.0,64.99999999999999
mb-00305,K2AgP,8,22.999999999999996,11.000000000000002
mb-00306,Ba2SbAu,4,30.999999999999996,17.0
mb-00307,Mn3Si,4,204.0,99.0
mb-00308,Yb4As2O,7,63.0,45.00000000000001
mb-00309,Li15Ge4,38,28.0,18.999999999999996
mb-00310,Sr3(AlSi)2,7,42.99999999999999,30.999999999999996
mb-00311,YbAl2Cu,12,68.00000000000001,40.99999999999999
mb-00312,Cu2SiTe3,12,52.00000000000001,25.000000000000007
mb-00313,CsAuO,12,21.999999999999996,9.0
mb-00314,CsAgBr3,5,26.0,10.0
mb-00315,InP,2,59.00000000000001,30.999999999999996
mb-00316,Y(Sn3Ru2)2,11,119.99999999999996,56.00000000000001
mb-00317,ScPS4,12,7.999999999999999,6.0
mb-00318,TbB2,3,162.99999999999994,144.99999999999997
mb-00319,CsAuO2,8,26.0,10.0
mb-00320,LiNbN2,16,111.99999999999997,58.00000000000001
mb-00321,SmCd3,8,56.00000000000001,21.0
mb-00322,PrSi,8,77.0,49.99999999999999
mb-00323,NdSi,8,75.00000000000001,52.999999999999986
mb-00324,HfZr,2,101.00000000000001,42.00000000000001
mb-00325,Na2LiAlP2,24,39.99999999999999,28.0
mb-00326,LiGe,16,39.99999999999999,21.999999999999996
mb-00327,ThSi2,3,106.00000000000004,47.00000000000001
mb-00328,Er2Si2O7,11,162.99999999999994,63.999999999999986
mb-00329,Ce2MgSi2,10,54.000000000000014,47.99999999999999
mb-00330,Al2HgSe4,7,32.00000000000001,18.999999999999996
mb-00331,RbHF2,8,21.999999999999996,10.0
mb-00332,Na2Pd3O4,9,92.99999999999999,35.0
mb-00333,In2HgSe4,7,37.0,10.0
mb-00334,Sc2GaCu,4,84.99999999999999,46.0
mb-00335,Sc2Sb,6,73.0,39.99999999999999
mb-00336,K2H6Pt,9,16.0,9.0
mb-00337,NiMoP,9,240.99999999999997,95.00000000000001
mb-00338,SnRh2,12,177.00000000000009,55.00000000000001
mb-00339,ZrZnRh2,4,174.00000000000009,61.000000000000014
mb-00340,K3BP2,12,17.999999999999996,7.0
mb-00341,ZnSb,16,47.99999999999999,28.0
mb-00342,LiPm2Ir,4,79.99999999999999,27.000000000000004
mb-00343,La2S3,20,68.99999999999999,32.00000000000001
mb-00344,InOF,12,118.99999999999996,59.00000000000001
mb-00345,Sr3FeN3,14,56.00000000000001,33.0
mb-00346,Sr(Si3N4)2,30,148.00000000000003,99.0
mb-00347,Ta2O5,14,199.00000000000009,61.000000000000014
mb-00348,RbHgF3,5,50.999999999999986,15.000000000000004
mb-00349,LiP,16,40.99999999999999,27.000000000000004
mb-00350,Ti2MnRh,4,189.99999999999994,81.0
mb-00351,CaNdZn2,4,49.99999999999999,26.0
mb-00352,PtPb4,10,45.00000000000001,13.999999999999998
mb-00353,Np3S5,32,74.00000000000001,45.00000000000001
mb-00354,GeAs,12,20.000000000000004,15.000000000000004
mb-00355,Sr(NO3)2,36,32.00000000000001,12.000000000000002
mb-00356,BaDyCuTe3,12,37.0,16.0
mb-00357,BaSb3,8,27.000000000000004,17.0
mb-00358,Lu2TlAg,4,64.99999999999999,20.000000000000004
mb-00359,Li(Fe3Ge2)2,11,135.0,64.99999999999999
mb-00360,SrGe3Pd,5,55.00000000000001,27.000000000000004
mb-00361,Ta2PdSe6,9,17.999999999999996,9.0
mb-00362,NaZn13,28,63.999999999999986,45.00000000000001
mb-00363,CaSb2,6,35.0,17.0
mb-00364,Sr(GePd)2,5,62.0,34.0
mb-00365,CaGeN2,8,107.00000000000001,29.999999999999996
mb-00366,CsBi2,6,27.000000000000004,7.999999999999999
mb-00367,Rb3BAs2,12,15.000000000000004,6.0
mb-00368,TaNi2Te3,12,17.999999999999996,10.0
mb-00369,MgAs4,20,42.99999999999999,25.000000000000007
mb-00370,BaSb2Pd,8,55.00000000000001,23.999999999999993
mb-00371,ErCo3B2,6,217.00000000000003,123.00000000000003
mb-00372,Sr3(AlP2)2,18,52.999999999999986,29.999999999999996
mb-00373,Li13Si4,34,32.00000000000001,28.0
mb-00374,TiSi,8,146.00000000000003,99.0
mb-00375,InCuPt2,4,171.99999999999991,61.000000000000014
mb-00376,Sr(BIr)2,10,167.0,72.00000000000001
mb-00377,LiSn4Rh,12,63.999999999999986,39.99999999999999
mb-00378,Ba2FeReO6,10,124.99999999999994,75.00000000000001
mb-00379,Pm2ZnGe,4,60.0,27.000000000000004
mb-00380,YbSe,2,52.00000000000001,36.0
mb-00381,CeHg2,3,56.00000000000001,29.0
mb-00382,Ba(ZnAs)2,20,50.999999999999986,28.0
mb-00383,ScTe,4,63.0,33.0
mb-00384,TiFeSi,18,182.99999999999991,109.00000000000004
mb-00385,Al2Te5,7,6.0,5.000000000000001
mb-00386,Sr(GeIr)2,5,109.00000000000004,64.99999999999999
mb-00387,Pr3(CuSn)4,11,74.00000000000001,47.99999999999999
mb-00388,Mn2VGe,4,223.99999999999997,105.00000000000004
mb-00389,Y3Pt,16,56.00000000000001,18.999999999999996
mb-00390,Yb2PdAu,4,55.00000000000001,25.000000000000007
mb-00391,LiTiPO5,32,96.0,58.00000000000001
mb-00392,HfMnRh2,4,177.00000000000009,68.00000000000001
mb-00393,ErGa2,3,72.00000000000001,49.99999999999999
mb-00394,Rb2NbCl6,9,10.0,4.0
mb-00395,TcS2,12,26.0,17.999999999999996
mb-00396,CaSiPd,12,66.00000000000001,33.0
mb-00397,Ca5(AlSb3)2,26,38.99999999999999,22.999999999999996
mb-00398,Li2CdAu,4,37.0,17.0
mb-00399,KMgSb,6,22.999999999999996,13.999999999999998
mb-00400,KSO2F,10,12.000000000000002,7.0
mb-00401,Na2ZrSe3,12,35.0,21.999999999999996
mb-00402,Li5(NiN)3,11,78.99999999999999,47.00000000000001
mb-00403,CrTe4Au,6,27.000000000000004,22.999999999999996
mb-00404,Y2AgRu,4,90.00000000000003,34.0
mb-00405,CaVO3,20,167.0,85.99999999999999
mb-00406,VH2,3,175.0,91.00000000000001
mb-00407,Mg2PdRh,4,107.00000000000001,52.999999999999986
mb-00408,ZrO2,12,182.99999999999991,84.99999999999999
mb-00409,Y2CdS4,14,62.0,21.999999999999996
mb-00410,CdGeAs2,8,52.00000000000001,27.000000000000004
mb-00411,Li2In,6,23.999999999999993,25.000000000000007
mb-00412,Ho2MgGe2,10,76.0,56.00000000000001
mb-00413,ZnAs2,24,50.999999999999986,29.0
mb-00414,Y4Se3N2,9,68.99999999999999,37.0
mb-00415,TaTiRu2,4,231.00000000000009,78.99999999999999
mb-00416,ZrSb2,24,81.0,49.99999999999999
mb-00417,LaAs,2,64.99999999999999,39.99999999999999
mb-00418,Er(CoB)2,5,144.99999999999997,111.99999999999997
mb-00419,HoBi,2,52.999999999999986,32.00000000000001
mb-00420,Ni(BMo)2,5,296.0000000000001,179.00000000000006
mb-00421,OsPbO3,20,159.99999999999991,73.0
mb-00422,CaMgSiO4,28,101.00000000000001,54.000000000000014
mb-00423,Ca2CoN2,10,70.00000000000001,37.0
mb-00424,CaN6,14,45.00000000000001,21.999999999999996
mb-00425,Ir3Se8,11,83.99999999999999,55.00000000000001
mb-00426,YB2C,32,177.00000000000009,140.00000000000006
mb-00427,K4BeP2,7,11.000000000000002,9.0
mb-00428,LiPN2,8,143.00000000000003,98.0
mb-00429,LaB2Rh2C,6,204.0,55.00000000000001
mb-00430,ZrInAu,3,111.99999999999997,46.0
mb-00431,K2Te2Pt,5,21.999999999999996,10.0
mb-00432,Rb2PtSe2,5,28.0,13.999999999999998
mb-00433,K2PtSe2,5,28.0,13.999999999999998
mb-00434,NbSe2,6,22.999999999999996,13.999999999999998
mb-00435,YbAgGe,9,49.99999999999999,29.999999999999996
mb-00436,DyB2Ru3,6,207.00000000000003,106.00000000000004
mb-00437,La3TlC,5,63.0,39.99999999999999
mb-00438,KBaPO4,28,54.000000000000014,26.0
mb-00439,MnGaPt,6,122.00000000000004,37.99999999999999
mb-00440,SiP2,24,12.000000000000002,10.0
mb-00441,Na3Mn2SbO6,12,96.99999999999999,52.00000000000001
mb-00442,Nb2AsC,8,205.99999999999994,118.99999999999996
mb-00443,RbAgO,12,23.999999999999993,10.0
mb-00444,NaMoO2,4,93.99999999999997,63.0
mb-00445,Te4Mo3,14,33.0,13.999999999999998
mb-00446,Nb2PC,8,223.99999999999997,140.00000000000006
mb-00447,NbNiB,6,238.99999999999991,140.00000000000006
mb-00448,MgAgF3,10,74.00000000000001,33.0
mb-00449,Na3AlAs2,12,22.999999999999996,12.999999999999998
mb-00450,Mn2N,12,197.99999999999991,99.0
mb-00451,TiFeTe,3,153.00000000000003,79.99999999999999
mb-00452,ErSi2Rh3,12,164.00000000000003,92.00000000000001
mb-00453,Y(Al2Cu)4,13,101.00000000000001,60.0
mb-00454,Fe2Re3,20,250.99999999999991,101.00000000000001
mb-00455,YGe,4,82.0,54.000000000000014
mb-00456,ScGe,4,89.0,57.00000000000001
mb-00457,ScSi,4,101.00000000000001,70.00000000000001
mb-00458,Ti2CdC,8,111.99999999999997,52.999999999999986
mb-00459,Ti2GeC,8,153.00000000000003,103.99999999999997
mb-00460,Sc2CoIr,4,143.00000000000003,66.00000000000001
mb-00461,V2GeC,8,179.99999999999997,101.00000000000001
mb-00462,AlCr2C,8,189.00000000000006,134.00000000000003
mb-00463,HfAs,8,126.99999999999999,66.00000000000001
mb-00464,HfP,8,148.00000000000003,85.99999999999999
mb-00465,Fe2O3,40,178.00000000000003,78.99999999999999
mb-00466,MnNbGe,9,179.99999999999997,82.0
mb-00467,USbSe,6,70.00000000000001,37.0
mb-00468,UPSe,6,77.99999999999999,35.0
mb-00469,Sr2ZnN2,5,66.00000000000001,35.0
mb-00470,MgRhF6,8,27.000000000000004,27.000000000000004
mb-00471,SrRhF6,8,37.99999999999999,25.000000000000007
mb-00472,Cs2ZrCl6,9,9.0,4.0
mb-00473,Tl(CuS)2,5,42.00000000000001,16.0
